1.5996,3.1766
1.1302,1.5723
2.4413,3.0046
1.2355,2.6016
1.2784,2.0376
2.0369,3.2228
-0.5234,1.5002
0.7220,2.3214
1.9781,2.4160
-0.5193,0.3912
0.2473,2.0248
-0.2635,1.7100
0.4098,1.3179
-0.0103,1.4107
-2.0739,0.6710
0.3019,0.6770
-0.3770,1.4320
1.2155,1.8350
0.2005,1.3625
-0.4801,1.5312
0.4187,1.6037
0.4561,1.3464
0.4771,0.8938
0.1885,1.9115
0.2251,2.3249
0.8806,1.4831
-1.1166,0.4868
2.2938,1.3157
2.2720,3.0827
3.0173,3.5020
3.4920,2.9333
1.4466,3.0809
1.9063,1.7866
0.9120,2.5660
1.5237,2.1789
-0.9230,1.1432
2.3815,3.3298
-1.0865,0.9848
1.8314,1.7134
1.8079,1.9019
0.9887,2.2191
-0.2635,1.4669
1.4608,2.8530
-0.0448,0.7298
-0.1458,3.6264
-0.7114,1.3298
-0.5205,1.5644
1.6720,1.7732
0.7048,1.4496
-0.7427,0.8325
-0.2144,1.5711
2.3710,3.2763
0.7696,2.2298
0.6316,2.0446
0.6505,2.6837
-0.4395,2.0406
0.0655,1.7654
1.0894,1.7439
0.5020,2.0551
0.6289,2.4428
3.7901,2.0757
-0.4668,0.9097
0.7027,1.2480
-1.5089,1.3827
1.0306,1.4751
3.1547,2.8644
-0.6384,2.2275
0.3492,1.4650
-0.1970,2.4182
0.5775,2.2420
1.6658,2.8155
-1.1188,0.8364
-0.9128,2.1170
1.6900,2.8021
-0.8921,1.9977
-0.4462,2.1657
0.5225,2.3198
1.1902,1.3302
1.7179,2.3653
1.1107,2.3237
2.1275,3.0638
2.0295,2.3189
1.2484,0.6191
-0.2484,0.3691
0.7911,1.7668
1.2010,2.9974
1.8805,2.1400
-0.6006,1.3703
-0.0906,2.0052
0.6686,1.9500
0.5650,1.7467
-0.7944,0.4059
1.8883,1.8511
-0.0419,1.4545
2.7334,3.1576
0.2441,2.4030
1.1862,1.0758
0.3875,2.6613
1.7941,3.4027
1.4171,1.9276
1.6580,2.4045
-0.9254,0.5785
2.6543,2.9903
1.8596,2.6427
-0.6960,2.1547
1.6512,2.4290
2.3077,2.5347
2.1311,2.3015
2.3258,1.8596
2.3303,2.4905
2.8996,2.3139
0.7736,1.8077
0.5378,1.3380
0.8382,2.2584
0.8662,2.7174
1.4685,2.0974
0.3326,1.7361
0.1242,2.3359
1.9155,0.9984
2.5453,2.2946
0.4310,2.2080
2.5066,2.4033
0.3667,1.8671
1.6014,1.9582
0.3328,2.1143
-0.8773,2.1157
0.0821,2.0480
1.0969,2.5059
-1.6132,2.0430
1.2309,1.6230
0.5412,1.7034
1.6295,1.8401
0.7968,2.0271
3.6198,2.6089
1.8817,2.9008
-0.6549,0.7448
-0.2185,1.2119
1.7166,2.1913
1.1884,2.7677
2.0442,2.2259
1.0581,1.8840
2.5153,2.2874
1.0048,0.8535
-1.7740,0.4771
0.1364,1.7763
1.5780,2.0625
1.6986,2.3422
-0.4684,2.6795
1.0653,0.9943
1.3656,2.2785
1.7087,2.6354
-0.8493,0.9404
1.1835,1.1109
0.3643,2.3508
-0.2528,0.3324
-0.5417,1.6148
1.3238,1.5857
0.3556,1.4213
0.9198,0.7441
2.5151,2.1090
0.5842,2.1438
3.6994,3.6225
-0.7000,1.1184
2.2248,1.5632
-0.0738,1.4767
1.0846,2.1192
1.6151,2.1210
1.8716,2.1006
0.4777,1.4157
1.1407,1.9234
0.8855,0.8326
0.1816,0.6907
1.8419,2.4874
2.7393,2.9959
1.8178,2.1869
0.9332,1.8390
1.6887,2.7241
0.3316,2.0664
1.3252,1.3279
0.2210,2.6322
-0.2311,2.4631
0.0899,2.9432
1.2599,1.8184
1.3636,1.8208
1.0201,2.4651
0.8092,0.9187
2.2454,2.8354
0.1282,2.3908
1.4256,1.8311
1.4603,1.5571
1.4959,1.7747
1.2409,1.3130
-0.0123,1.8740
0.8223,2.0040
1.9866,2.4415
1.3778,2.5491
-0.4568,1.5001
-0.0282,1.8705
0.7101,2.4865
0.8146,1.4502
2.9351,2.4619
2.0385,2.4840
2.5237,2.8265
0.8777,2.5219
0.3179,2.2650
0.8027,1.4658
1.0605,2.8058
1.5021,1.1621
-0.4743,1.6344
1.2037,2.4593
2.5339,0.6701
1.2921,1.8987
0.3885,1.3957
-1.0070,0.4881
2.4958,3.1933
-0.6598,1.2898
1.3514,1.8576
0.0260,1.0825
-0.0664,1.2733
0.5914,2.2020
1.4716,2.4835
2.6356,3.0658
-0.0930,0.8465
1.5014,2.5030
2.1214,2.4713
-2.0700,1.1920
1.4185,2.8143
1.6502,2.4919
1.1757,1.6741
0.9656,1.1325
-0.7791,1.9272
-0.1842,2.2057
1.1343,2.1078
0.6921,2.0724
1.5113,1.9271
-0.3685,1.2916
0.7655,1.5581
3.2132,2.4332
1.9463,2.1438
-0.4078,0.8290
2.0439,1.3398
1.0489,1.4322
2.5329,2.4018
2.1009,2.2738
2.2213,2.4404
0.3636,1.8352
-0.9496,1.5297
-0.3268,1.9250
0.5853,2.5317
2.0050,2.4741
-0.1469,2.7704
0.6835,2.7562
1.4558,2.2567
1.4736,1.4917
1.7136,2.4956
0.0888,2.2416
0.8569,1.8298
0.5651,1.9112
-0.3294,2.7477
0.5825,1.3251
3.6105,1.7466
0.6367,1.5297
-0.0400,2.3754
2.9145,2.5109
2.2326,2.9466
0.1954,1.2642
1.2331,0.9592
-0.0927,1.1994
1.6186,1.3658
1.0271,1.0384
2.9134,3.1127
-0.0911,1.7825
-0.1348,0.9784
1.2743,2.1624
-0.1247,1.8367
0.5790,1.4995
-1.6010,1.0629
2.3590,2.3501
1.0741,2.3373
-2.0317,1.4237
0.0078,1.4346
1.9594,2.5406
0.4987,2.3038
1.5834,1.9157
1.5771,2.3836
0.8496,2.1884
0.6876,0.8997
0.9566,1.8760
2.6202,3.0796
2.7340,2.3844
0.5922,1.7977
0.7668,1.7797
1.5881,3.0917
0.9834,1.3661
3.4497,2.6638
2.3779,2.0432
0.2516,1.1530
0.9276,1.8126
0.3873,1.0291
1.5063,2.1682
1.4842,1.4508
0.2114,2.3209
2.0697,2.4198
0.9058,1.9226
1.1020,2.1941
