2.3840,0.0161
-1.2434,1.2975
-0.6537,0.6376
-0.5558,1.0288
-0.9204,0.6598
0.6741,0.4732
-0.1758,1.2419
1.1142,1.7818
-0.0806,1.0902
0.3898,1.2162
1.1567,0.6516
0.0448,1.8072
1.3974,0.1669
2.8914,0.7485
-1.3335,1.0392
0.8160,0.8830
0.1836,-0.1141
0.3837,1.4073
1.4087,1.7757
-1.2172,0.9063
0.0905,0.6411
0.0834,1.5991
0.6652,0.6998
1.4058,1.9489
1.1792,1.0054
-0.0187,1.6411
-0.6231,1.4735
-0.8882,0.6685
-0.5095,0.4597
1.7114,0.8812
0.0489,0.9698
0.0444,0.5244
-0.6551,1.1303
0.0503,1.2383
-1.6122,0.5884
0.3135,0.5784
-0.6710,0.5815
-1.2330,1.3099
0.8340,0.7627
1.1277,1.3674
1.3809,0.6254
0.2552,1.8670
-0.0754,1.6597
0.5476,1.3207
1.6395,0.2911
0.7383,0.9355
1.2737,0.9366
-0.7311,1.2065
-1.4671,1.1872
0.5018,1.0908
-0.2839,0.4375
1.5840,1.3391
-0.1545,1.0772
-2.1246,1.4898
0.5219,0.8308
0.7016,0.2590
1.9669,0.6991
0.7659,0.8880
0.0228,1.1061
1.1335,0.6513
-0.7797,1.0988
1.4432,1.4917
0.1162,1.1266
1.0419,1.5987
-1.5478,1.2440
0.1863,0.8823
-1.3325,0.5355
0.7067,1.0024
0.6051,1.0260
-1.0053,0.5490
0.2428,1.0162
-0.7750,0.7934
1.3800,1.2587
0.0050,0.5063
1.1638,1.2709
1.0626,0.7941
-0.7032,0.4307
0.3047,0.3236
-0.4391,0.7725
-2.2680,1.1240
-1.1536,1.3828
-1.6280,0.9252
0.8878,0.6231
-1.4098,0.4434
0.5517,1.0626
-1.2819,0.8780
0.7566,0.4758
-1.1498,0.9838
-1.8747,1.9669
0.2481,1.8867
-0.2461,0.0024
0.1397,1.6461
0.3820,0.6201
-0.9378,0.8905
-0.7179,0.8871
0.2761,0.8798
0.8316,1.4970
-0.3023,1.7971
0.8699,0.5479
0.1176,1.1658
1.1350,1.3999
0.0008,1.8515
-1.2881,0.2768
2.8544,1.5503
-0.0037,1.2052
-1.0729,1.1043
0.2706,1.4435
0.6613,0.2812
-0.3647,1.3791
-0.0945,0.4584
-0.4461,0.8067
-2.4563,0.7696
-0.4155,1.0855
0.4408,1.4109
1.7531,0.7863
-0.4962,1.1900
2.0154,1.7155
0.5088,0.4273
-1.8321,1.2104
0.2787,0.3645
-0.2484,0.6829
0.1628,1.0636
-0.1810,1.1411
-1.0090,1.1708
0.5766,0.9718
0.4088,1.0165
0.1346,0.6401
-0.5199,1.5399
0.8923,1.0742
-0.1212,0.4374
0.0560,0.9375
-0.7485,0.6767
0.6147,1.3020
1.4591,1.7525
0.3412,0.8192
0.4483,1.3591
-0.6459,0.6290
0.7615,0.3115
-0.6954,0.6413
0.5506,1.1651
-0.7991,0.7064
0.7021,0.6250
-1.0055,-0.1138
-0.8059,0.8185
-0.3989,0.4723
-1.1584,1.3346
-1.5143,0.5164
-1.2092,1.1162
-0.8478,0.9511
0.3556,0.7999
0.0303,0.8629
0.6970,1.3352
-0.9889,1.1016
0.8376,1.6434
1.0570,0.2107
0.5302,0.6965
-0.1790,0.2968
0.4314,1.1357
-0.8393,0.9568
0.1797,0.8293
0.6793,1.2503
0.0609,1.3015
-0.6964,1.4723
0.4728,0.4737
0.1597,0.8754
-1.7988,1.0047
-0.8093,1.1133
1.0365,0.7885
-1.0234,0.9402
0.3570,1.3935
-0.8767,1.3856
-0.2886,0.2457
-0.6227,1.5216
-0.9041,1.7139
0.2253,1.3456
1.4616,0.9513
0.6187,0.8396
-2.5346,1.3920
-0.9129,0.3862
-0.7515,0.3339
-2.3119,1.3683
-1.1903,0.5925
-1.0676,1.4098
-0.3431,0.8505
0.5573,0.7063
-0.0029,1.6221
1.1522,1.2374
1.1293,1.2849
1.3409,0.8303
-0.2230,1.0487
0.1320,1.4931
1.2045,0.8324
-0.5710,0.9903
0.0733,0.6442
-0.6175,0.1272
0.9297,1.6284
0.2123,0.9508
0.4146,1.4752
1.4410,1.4550
-0.7619,1.3791
-0.6747,0.6386
0.2384,1.4259
0.3843,0.4447
-0.7256,0.6602
-0.1306,1.7122
-1.3311,1.6469
0.0112,1.1031
1.1164,0.4273
-1.5239,1.6162
-0.3805,0.9242
-0.0727,0.6219
-1.0734,0.9272
0.3436,0.4645
0.8395,0.7638
-1.1825,0.7374
-1.3478,1.2170
1.6216,1.0412
1.6765,1.5807
0.8121,1.6214
-0.3400,1.3053
-0.3473,0.7954
-1.0001,0.8738
-1.4346,1.2405
-1.1910,1.0163
-0.0714,0.9710
0.4492,0.7171
0.2277,1.0849
-0.5952,1.8145
-0.9277,0.5940
-0.7906,0.3618
0.5637,1.1306
-1.0980,0.6263
-0.0739,0.1031
-0.2677,1.6367
1.9452,1.5826
-0.4324,0.8000
1.0296,1.9216
-0.0585,0.7547
2.1370,1.2041
0.6508,0.6800
-1.2212,1.3806
0.2132,1.0422
-0.9890,0.5183
1.6809,1.4675
0.6554,0.2400
-0.4122,1.5143
1.9698,0.6215
1.6088,1.2961
-0.6581,1.0580
1.7176,1.1371
0.6434,0.4678
-0.9285,1.3918
-0.5405,0.0515
-1.3963,1.3793
-0.3166,0.9750
-0.7464,1.2235
-0.7541,1.3376
0.4386,0.9106
-0.2294,1.0825
-1.3580,0.4050
0.3397,1.4535
0.7755,-0.2252
1.6278,0.7787
-0.4684,0.9682
-1.0929,0.8146
-2.2225,1.0149
1.1608,1.3971
1.3610,1.6278
-0.7135,0.5050
-0.3198,1.0448
0.7386,1.2069
-0.2293,0.6018
-0.2054,0.7369
-1.4518,0.8197
0.5736,1.6404
-0.8935,0.2758
0.5224,0.6567
0.5951,0.7728
-0.8097,0.6352
1.4076,1.1508
-0.1156,0.7218
0.0453,1.0166
0.8337,0.3259
-0.9529,0.8579
0.6301,0.2298
-1.5285,1.4944
0.3435,1.2634
0.3289,0.6484
0.4042,1.2702
-0.5568,0.4028
0.6285,1.0774
0.7245,0.7621
1.4027,1.4152
1.8098,0.7987
-0.1214,1.3257
0.8484,1.1851
1.9109,0.0834
0.2093,0.9135
-1.3214,0.9696
0.5181,0.3295
-0.9220,1.0550
1.0338,0.3483
1.8449,1.3208
-0.1687,0.4404
-0.5833,1.6954
0.1995,1.3080
0.0734,0.9106
-1.9318,0.5895
-0.3105,1.2096
-0.1959,1.2155
-0.1431,1.0740
0.6478,1.4733
-0.0662,0.7913
-0.4023,0.6543
-0.5709,0.7666
-0.7058,0.5331
0.0050,1.6161
-1.4212,0.8046
-0.5055,0.7680
0.2820,-0.0376
1.1051,0.5358
-0.5600,0.8740
-2.2148,0.9897
1.1905,2.1930
-0.8468,1.1618
-1.7012,1.2606
-0.8669,1.0395
0.9443,1.1289
1.1456,0.9109
-1.1895,1.3204
-1.2654,0.6363
-1.1180,1.0999
-1.4231,1.6113
